date,hour_of_day,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2021-07-16,1,Center,Female,73,Female,28,Knife,Fatal,Clear,7.872639308192355,Driving,Low,Secondary,Kill,Evening,Friday,July,Fall,Senior,Adult,Wet,40.78462201482229,8.220903377455535
2020-05-03,8,Arghistan,Male,43,Female,28,Knife,Severe,Clear,26.726661500944296,Walking,Low,Secondary,Theft,Afternoon,Sunday,May,Winter,Adult,Child,Wet,91.52827498198222,28.491440476426313
2021-10-06,1,Arghistan,Female,71,Male,35,Gun,Minor,Clear,-9.124765265875759,Working,Low,Secondary,Kill,Morning,Wednesday,October,Winter,Child,Senior,Wet,35.68910254695604,14.502846365154243
2020-05-29,16,Zhari,Female,22,Female,11,None,Fatal,Rainy,-9.803066191397772,Working,High,Secondary,Kill,Morning,Friday,May,Winter,Teen,Child,Dry,72.45530085457045,31.83808507918635
2023-10-16,7,Spin Boldak,Female,68,Female,56,None,Fatal,Clear,20.025996292284095,Walking,High,Secondary,Kill,Evening,Monday,October,Fall,Teen,Teen,Dry,23.599963421786573,79.5935164127013
2021-01-04,14,Reag,Male,60,Male,67,Gun,Severe,Clear,-3.9200611053110865,Shopping,High,Primary,Theft,Night,Monday,January,Summer,Child,Teen,Wet,90.5757232965786,87.24670320823877
2023-07-19,18,Shah Wali Kot,Female,43,Male,90,Gun,Fatal,Clear,-9.328009786671645,Shopping,Medium,Secondary,Kill,Evening,Wednesday,July,Spring,Senior,Adult,Wet,13.078418000473569,81.59230854369545
2022-03-07,20,Daman,Female,14,Male,80,None,Severe,Rainy,32.08574118249903,Walking,Medium,None,Kill,Night,Monday,March,Winter,Teen,Senior,Wet,69.19826871179431,62.16140422405301
2022-04-23,20,Panjwayi,Female,37,Female,17,Knife,None,Snowy,17.017724534271654,Driving,Medium,Tertiary,Kill,Morning,Saturday,April,Summer,Child,Child,Dry,51.591656021768394,17.688994122668745
2022-06-21,18,Center,Female,64,Female,79,Other,Fatal,Cloudy,-6.621494612893927,Shopping,Medium,Secondary,Kill,Night,Tuesday,June,Summer,Adult,Child,Dry,23.208832910642695,98.26586497291203
2020-08-19,24,Maruf,Female,37,Male,56,Gun,Severe,Clear,2.6918312507559534,Working,Medium,Tertiary,Kill,Morning,Wednesday,August,Summer,Teen,Senior,Dry,67.69996712732545,37.183390920373114
2021-08-11,3,Maruf,Male,87,Male,80,Other,None,Cloudy,31.829437699408977,Driving,High,Primary,Kill,Afternoon,Wednesday,August,Fall,Adult,Senior,Wet,41.98287636159209,30.215347844171646
2021-12-25,12,Panjwayi,Male,3,Male,64,Other,Fatal,Rainy,-0.1838953145966009,Driving,Low,None,Kill,Evening,Saturday,December,Fall,Adult,Senior,Dry,32.22082208237856,17.525787636796686
2020-11-30,6,Panjwayi,Male,84,Male,41,None,None,Cloudy,1.5539178096607138,Driving,Low,Secondary,Theft,Evening,Monday,November,Winter,Senior,Child,Dry,13.701955573106394,96.95140691742577
2021-08-23,20,Panjwayi,Female,100,Male,48,Other,Minor,Rainy,8.256412602779044,Working,Low,Tertiary,Kill,Afternoon,Monday,August,Spring,Child,Child,Dry,96.79787878571716,16.90421634888224
2020-04-22,16,Maywand,Female,29,Male,62,Knife,Minor,Clear,12.612233556381163,Driving,High,Tertiary,Kill,Morning,Wednesday,April,Spring,Child,Teen,Wet,87.42482088648428,1.9877353100517747
2020-12-02,16,Daman,Female,57,Female,88,Knife,Minor,Clear,10.021833676557186,Shopping,High,Tertiary,Kill,Morning,Wednesday,December,Winter,Teen,Adult,Dry,80.61472731495977,8.44202017143505
2022-10-03,20,Panjwayi,Female,65,Female,24,Gun,Severe,Snowy,37.48913744069901,Driving,Low,Secondary,Theft,Night,Monday,October,Spring,Senior,Adult,Wet,57.28872718382917,11.550611820580292
2022-01-01,23,Maywand,Male,34,Male,93,Knife,Fatal,Clear,17.150838004423484,Working,Low,Secondary,Theft,Morning,Saturday,January,Winter,Child,Senior,Wet,95.32937132812637,37.057322742877275
2023-07-30,17,Panjwayi,Male,81,Female,86,Gun,None,Snowy,8.768508919026132,Working,Medium,None,Kill,Night,Sunday,July,Spring,Adult,Child,Wet,46.16481724508402,88.71759531718094
2020-06-26,17,Panjwayi,Male,48,Female,68,Gun,Minor,Rainy,15.356783263804573,Shopping,High,None,Theft,Afternoon,Friday,June,Summer,Child,Senior,Dry,6.835236936820188,14.940488237784443
2020-07-28,6,Maruf,Female,51,Male,81,None,Severe,Cloudy,33.02490067741906,Walking,High,Secondary,Theft,Afternoon,Tuesday,July,Spring,Teen,Teen,Wet,16.895028927793867,78.22726200812308
2022-12-09,12,Center,Female,11,Male,100,Knife,None,Rainy,4.843756971274951,Shopping,Low,Tertiary,Kill,Afternoon,Friday,December,Winter,Child,Adult,Wet,12.876187783394,36.35254745196813
2024-01-01,17,Reag,Male,24,Female,72,Other,Minor,Rainy,-3.791854946992304,Walking,High,None,Theft,Evening,Monday,January,Fall,Senior,Adult,Dry,96.33552321273078,13.659695415672035
2023-06-27,19,Daman,Female,56,Female,87,Gun,Fatal,Rainy,27.978060657954913,Driving,Low,Tertiary,Theft,Morning,Tuesday,June,Summer,Teen,Teen,Dry,52.46742039336642,35.64118437460544
2021-03-03,18,Zhari,Female,96,Male,54,Other,None,Cloudy,1.7698155043798778,Walking,High,Secondary,Theft,Evening,Wednesday,March,Summer,Teen,Teen,Wet,91.47389462449296,17.89846360866215
2021-07-25,20,Daman,Male,48,Male,94,Gun,None,Snowy,23.074340560793708,Walking,High,Primary,Theft,Night,Sunday,July,Winter,Teen,Child,Dry,46.864505887871864,77.33375685295705
2022-09-04,24,Maruf,Female,67,Male,98,Knife,Fatal,Snowy,29.923359514610205,Working,High,Primary,Theft,Evening,Sunday,September,Spring,Adult,Senior,Wet,56.986273729175295,78.72689128709112
2022-09-16,13,Daman,Female,41,Female,16,None,Fatal,Snowy,8.085651998685144,Driving,Medium,Primary,Theft,Morning,Friday,September,Fall,Child,Teen,Wet,62.37337930229534,13.711428734490028
2021-06-28,3,Kharkrez,Female,15,Female,30,None,None,Rainy,32.972492483537856,Driving,High,Primary,Kill,Night,Monday,June,Fall,Adult,Adult,Dry,10.502731791546404,98.28934470465194
2021-08-14,15,Maruf,Male,48,Female,51,Knife,Minor,Clear,36.33510441549605,Driving,Low,Primary,Theft,Afternoon,Saturday,August,Summer,Child,Teen,Wet,5.882286939830694,38.35989660163597
2022-07-23,19,Kharkrez,Female,72,Male,84,Gun,None,Cloudy,31.552875619462775,Driving,Medium,Tertiary,Theft,Afternoon,Saturday,July,Fall,Child,Senior,Wet,26.111636896825896,24.189292727016852
2021-11-06,8,Arghistan,Female,71,Female,81,Gun,Fatal,Cloudy,30.470465939479972,Driving,High,None,Theft,Night,Saturday,November,Winter,Teen,Adult,Wet,14.926335802654467,9.363815204707393
2021-12-26,15,Maywand,Female,49,Female,41,Knife,None,Rainy,16.78332255386668,Shopping,Low,Tertiary,Theft,Night,Sunday,December,Spring,Senior,Teen,Wet,16.590215943487372,25.706047506448638
2021-02-23,8,Zhari,Female,63,Male,23,Other,Minor,Clear,28.406666958776746,Driving,High,Secondary,Theft,Night,Tuesday,February,Summer,Adult,Senior,Dry,43.212581101310974,72.26458372870972
2021-01-03,2,Arghistan,Female,28,Male,21,Other,Fatal,Clear,25.168471276843675,Shopping,High,Secondary,Theft,Night,Sunday,January,Spring,Senior,Child,Dry,63.100362933387586,2.17224792861187
2022-09-20,1,Spin Boldak,Female,76,Male,74,Knife,Severe,Clear,38.11405395927325,Working,Medium,Tertiary,Kill,Evening,Tuesday,September,Fall,Adult,Senior,Wet,62.89359699674997,24.966322952665998
2023-12-07,22,Zhari,Female,9,Male,50,Gun,Fatal,Rainy,-2.8729758866340402,Driving,High,None,Kill,Evening,Thursday,December,Fall,Teen,Senior,Wet,99.8961734347954,13.728004917203796
2022-10-21,4,Arghistan,Female,50,Female,12,Other,Minor,Cloudy,20.88353393330405,Walking,Medium,None,Theft,Afternoon,Friday,October,Spring,Senior,Adult,Wet,30.52358913423846,26.43471992633939
2023-08-13,2,Kharkrez,Female,42,Female,99,Other,Fatal,Rainy,-7.8703408812427895,Walking,Medium,None,Kill,Evening,Sunday,August,Fall,Child,Senior,Dry,68.8947308072203,93.66069553012537
2020-05-17,6,Nesh,Male,2,Female,66,Gun,None,Snowy,-1.9462750193617122,Driving,Medium,Primary,Theft,Night,Sunday,May,Fall,Teen,Child,Wet,71.50939524991952,79.33847600799086
2022-06-20,3,Shah Wali Kot,Female,9,Female,38,Other,Minor,Cloudy,2.9464569944294166,Walking,High,None,Kill,Afternoon,Monday,June,Summer,Teen,Senior,Wet,35.67780701847203,8.513507876389447
2021-09-12,20,Spin Boldak,Female,62,Male,61,None,Minor,Cloudy,-1.5944190213120617,Working,Low,None,Theft,Afternoon,Sunday,September,Summer,Adult,Teen,Dry,41.762567121393424,51.604769742716016
2020-06-29,11,Maruf,Male,86,Female,10,Other,None,Rainy,35.99621503121786,Walking,Low,None,Theft,Morning,Monday,June,Spring,Adult,Child,Wet,37.97596607942689,35.56572859812931
2021-03-22,23,Nesh,Female,83,Male,89,Knife,Fatal,Clear,24.575797241195346,Working,Low,Primary,Theft,Afternoon,Monday,March,Summer,Senior,Child,Dry,71.13067047124753,41.66552407831411
2022-08-13,24,Spin Boldak,Female,64,Male,19,Gun,Severe,Cloudy,4.885778869303918,Walking,Low,Tertiary,Kill,Morning,Saturday,August,Spring,Senior,Child,Dry,12.28038663062585,40.81700776881541
2021-05-02,12,Daman,Female,14,Female,36,Gun,None,Cloudy,-2.152983864968646,Walking,High,Secondary,Kill,Afternoon,Sunday,May,Fall,Child,Child,Wet,82.52907039802176,67.46808208573297
2020-12-30,2,Maywand,Female,33,Female,83,Gun,Severe,Clear,31.30564749404072,Walking,High,Tertiary,Theft,Night,Wednesday,December,Summer,Child,Senior,Dry,68.94177958690591,12.896620852039941
2022-10-21,15,Maywand,Female,11,Male,76,None,Severe,Rainy,-2.5517908313649666,Driving,Low,Tertiary,Theft,Night,Friday,October,Fall,Adult,Senior,Dry,10.722552181499745,2.7022254233633913
2020-05-15,9,Shah Wali Kot,Female,65,Female,85,Other,None,Snowy,39.185299744918254,Walking,Medium,Tertiary,Theft,Afternoon,Friday,May,Fall,Child,Child,Dry,74.23096331553623,67.12418822367134
2023-03-10,18,Spin Boldak,Female,34,Female,72,None,Fatal,Snowy,-7.631903297697748,Shopping,Low,None,Theft,Afternoon,Friday,March,Summer,Senior,Child,Dry,57.13998592050709,29.710674388589553
2022-06-02,8,Arghistan,Female,26,Female,26,None,None,Rainy,-8.35900884004164,Driving,Medium,Tertiary,Theft,Morning,Thursday,June,Summer,Child,Teen,Dry,11.93240732603471,49.73279971096948
2020-03-30,11,Shah Wali Kot,Female,91,Female,92,Knife,Severe,Cloudy,39.84968493584546,Shopping,Medium,Tertiary,Theft,Morning,Monday,March,Summer,Teen,Teen,Wet,65.04090536108276,19.159157272970408
2022-05-31,18,Kharkrez,Female,55,Female,82,None,Severe,Rainy,3.412594960526313,Working,Medium,Secondary,Kill,Afternoon,Tuesday,May,Winter,Child,Child,Dry,58.37703795393021,37.718769128042304
2022-05-06,6,Nesh,Female,59,Male,71,Gun,Severe,Snowy,19.502268573129797,Working,Low,Primary,Theft,Night,Friday,May,Spring,Child,Senior,Dry,66.52670997697575,49.71688477119166
2022-12-07,14,Zhari,Male,40,Female,31,Knife,Fatal,Cloudy,-8.783214162858124,Walking,Medium,Primary,Kill,Morning,Wednesday,December,Fall,Child,Senior,Wet,5.3989436732087555,80.53690607902033
2023-06-02,17,Arghistan,Male,64,Male,29,Knife,None,Clear,29.390866903255265,Walking,Medium,Primary,Theft,Evening,Friday,June,Spring,Senior,Senior,Wet,47.57619859104014,38.6861110239408
2022-05-28,15,Panjwayi,Male,6,Female,50,Knife,Minor,Clear,21.756206990595214,Walking,Medium,Primary,Theft,Night,Saturday,May,Winter,Teen,Senior,Wet,13.913521776806903,8.130679624475167
2020-04-02,3,Kharkrez,Male,27,Male,13,Gun,None,Clear,35.03492189752276,Walking,High,Secondary,Theft,Night,Thursday,April,Spring,Senior,Adult,Dry,73.99563136419856,92.89129260703761
2021-07-24,3,Reag,Male,96,Female,92,None,Fatal,Rainy,7.602137488950397,Walking,Medium,Tertiary,Theft,Morning,Saturday,July,Winter,Adult,Senior,Wet,41.599154947320294,68.81147415485577
2023-02-26,11,Zhari,Male,9,Male,33,Other,Minor,Snowy,-7.127188239433937,Driving,Low,Primary,Kill,Afternoon,Sunday,February,Spring,Child,Child,Dry,36.063890283293354,14.570975720934786
2023-11-13,3,Arghistan,Male,37,Male,97,Gun,Severe,Clear,32.74002430525209,Working,Low,None,Theft,Night,Monday,November,Spring,Child,Child,Dry,53.81996721166852,90.38818766060447
2023-02-04,4,Panjwayi,Male,73,Female,57,Gun,Fatal,Cloudy,21.569886901365308,Walking,Low,Secondary,Kill,Evening,Saturday,February,Spring,Child,Adult,Dry,86.14140733552844,78.04136246088433
2021-04-16,20,Panjwayi,Female,44,Female,46,Knife,Fatal,Snowy,7.754725728173369,Driving,High,None,Kill,Evening,Friday,April,Fall,Adult,Teen,Dry,71.4082177258953,60.731552968160294
2020-08-17,12,Daman,Female,81,Female,26,Other,Fatal,Clear,-9.157110678188598,Working,Low,Primary,Theft,Evening,Monday,August,Winter,Teen,Adult,Wet,46.45349096864852,21.410670660118825
2023-04-09,4,Center,Male,95,Male,32,None,Fatal,Snowy,-0.9640878862977722,Walking,Low,Tertiary,Theft,Evening,Sunday,April,Spring,Teen,Adult,Wet,28.225430284219144,24.553750198680603
2020-01-15,18,Kharkrez,Male,65,Female,58,None,Minor,Snowy,11.289229553672982,Walking,Medium,Tertiary,Theft,Morning,Wednesday,January,Summer,Child,Child,Dry,33.42623257268899,35.18175735707144
2022-06-20,18,Arghistan,Female,80,Female,32,Gun,Severe,Snowy,11.739038732556658,Shopping,Medium,Primary,Kill,Morning,Monday,June,Winter,Teen,Adult,Wet,92.8819983814278,30.160072028581165
2021-03-04,15,Maruf,Male,74,Male,36,Other,None,Cloudy,24.117652565382045,Shopping,Medium,Tertiary,Theft,Afternoon,Thursday,March,Spring,Child,Senior,Wet,68.20573747884175,62.04476638471564
2022-04-19,7,Shah Wali Kot,Male,62,Female,57,Other,Severe,Cloudy,12.146863892374537,Walking,Low,None,Kill,Night,Tuesday,April,Summer,Senior,Adult,Dry,40.11202581635423,22.86156583009127
2020-08-31,23,Spin Boldak,Female,45,Female,82,Other,None,Cloudy,13.204331089656517,Walking,Medium,Primary,Theft,Night,Monday,August,Summer,Adult,Child,Dry,60.825942557878975,86.03268770519017
2023-05-07,7,Spin Boldak,Male,62,Female,72,None,None,Rainy,20.189370696201607,Working,High,Tertiary,Theft,Night,Sunday,May,Winter,Adult,Adult,Wet,75.15613480290925,9.645721038073408
2021-01-22,14,Reag,Male,59,Female,70,Knife,Minor,Clear,10.61301074345554,Working,High,Secondary,Kill,Night,Friday,January,Spring,Child,Child,Wet,48.89898682452573,96.39032411024021
2022-06-20,9,Kharkrez,Male,60,Female,86,Gun,Minor,Cloudy,-3.0292848395137595,Shopping,Low,None,Kill,Afternoon,Monday,June,Summer,Teen,Teen,Wet,4.463703098676697,33.3991115844009
2020-09-01,19,Zhari,Female,66,Male,84,Knife,None,Rainy,3.518672566390105,Working,Medium,Primary,Kill,Night,Tuesday,September,Summer,Child,Teen,Dry,32.05770749674013,97.65500272222327
2023-06-10,7,Daman,Female,84,Male,30,None,Fatal,Rainy,32.97523862332862,Driving,Low,Secondary,Theft,Night,Saturday,June,Fall,Child,Child,Wet,4.819996020977035,49.39188458433361
2021-06-19,9,Reag,Female,8,Female,83,Gun,None,Clear,25.453486947115508,Walking,High,Primary,Kill,Evening,Saturday,June,Spring,Teen,Teen,Dry,1.5583409986375196,52.27364626547205
2021-06-17,8,Spin Boldak,Male,11,Male,88,Knife,Fatal,Rainy,17.223496242679467,Walking,Medium,None,Theft,Morning,Thursday,June,Winter,Adult,Teen,Wet,59.850486098363795,48.56064755287548
2022-10-21,1,Shah Wali Kot,Male,82,Female,84,Other,Severe,Clear,-8.1445335777894,Shopping,Medium,Secondary,Kill,Night,Friday,October,Winter,Teen,Senior,Dry,33.3367546978675,20.12027314063144
2023-05-28,9,Reag,Male,7,Female,99,Gun,Minor,Cloudy,36.66507883238171,Shopping,Low,Tertiary,Theft,Night,Sunday,May,Fall,Child,Teen,Dry,45.742818545516265,32.372294695783665
2022-03-23,12,Shah Wali Kot,Male,41,Male,23,Gun,Minor,Cloudy,26.536410563539754,Shopping,High,None,Theft,Night,Wednesday,March,Summer,Adult,Senior,Dry,77.5890425315796,5.696016157352856
2022-07-06,21,Center,Female,35,Female,75,None,Fatal,Snowy,1.906815600712239,Working,Medium,Tertiary,Theft,Night,Wednesday,July,Summer,Child,Senior,Dry,0.6557853589611695,58.19258420151422
2020-12-23,21,Center,Female,76,Male,30,Other,None,Snowy,38.874744563650786,Walking,Medium,None,Theft,Night,Wednesday,December,Summer,Child,Senior,Dry,54.39267152095012,94.98587961204072
2022-07-22,18,Shah Wali Kot,Male,98,Female,40,None,Severe,Clear,-2.291589440182814,Walking,Medium,Primary,Theft,Morning,Friday,July,Summer,Teen,Teen,Dry,34.920231459926065,5.921740630880878
2023-03-13,24,Nesh,Male,22,Female,10,Knife,Severe,Snowy,6.197320713614751,Driving,Low,Tertiary,Kill,Evening,Monday,March,Summer,Teen,Teen,Wet,67.70309450520784,93.87481894627862
2020-02-11,14,Arghistan,Male,85,Female,79,Gun,None,Snowy,-8.533033582943098,Walking,Low,Primary,Kill,Afternoon,Tuesday,February,Spring,Adult,Senior,Wet,41.90442878616057,17.179102359124855
2022-06-11,1,Nesh,Female,7,Female,57,Gun,Fatal,Rainy,-9.095471536951058,Driving,Medium,Secondary,Kill,Morning,Saturday,June,Winter,Adult,Child,Dry,0.799634709774022,85.40681802735398
2021-12-19,4,Spin Boldak,Female,67,Male,40,None,None,Cloudy,-0.9173945509044739,Working,High,Primary,Kill,Night,Sunday,December,Spring,Senior,Senior,Dry,74.11010405286189,5.3333754290686315
2020-12-19,10,Reag,Female,83,Female,18,None,Fatal,Rainy,-3.1510053105647273,Walking,Low,Primary,Kill,Morning,Saturday,December,Winter,Adult,Child,Wet,1.6980398969207777,36.7257982633026
2021-12-03,13,Panjwayi,Male,23,Female,65,Gun,Severe,Clear,20.83058104414006,Driving,High,Secondary,Kill,Afternoon,Friday,December,Fall,Teen,Senior,Dry,61.162375329284515,33.42564487461681
2020-09-28,13,Daman,Female,39,Male,64,Gun,Fatal,Rainy,2.5549331467223126,Shopping,High,None,Theft,Afternoon,Monday,September,Winter,Senior,Adult,Dry,99.57211018287285,32.11928746971606
2023-09-09,17,Maruf,Male,6,Female,68,Knife,Minor,Cloudy,-0.41493654395644697,Working,High,Secondary,Kill,Night,Saturday,September,Fall,Child,Adult,Dry,11.10341900728341,66.26961786782176
2021-11-22,6,Spin Boldak,Male,69,Male,98,None,Minor,Clear,28.48684671774687,Working,Medium,Tertiary,Kill,Evening,Monday,November,Summer,Senior,Child,Dry,54.3536246504648,6.808602464354452
2022-06-21,20,Arghistan,Female,7,Female,26,None,None,Rainy,2.213957357435717,Shopping,High,None,Theft,Night,Tuesday,June,Fall,Senior,Teen,Wet,21.049688171627036,60.61552468884743
2023-03-27,2,Shah Wali Kot,Female,66,Male,54,None,Severe,Clear,8.248323267651273,Driving,Low,Primary,Theft,Afternoon,Monday,March,Summer,Senior,Adult,Dry,94.60928966870003,86.88484365861527
2023-07-03,6,Maruf,Female,83,Male,43,None,Minor,Rainy,-3.1633437652720167,Shopping,High,Primary,Theft,Night,Monday,July,Summer,Child,Adult,Dry,34.054234016326845,42.6993052583148
2020-07-05,19,Maruf,Male,92,Female,70,Other,Minor,Clear,-8.33536610939213,Driving,Low,Primary,Kill,Night,Sunday,July,Spring,Teen,Senior,Dry,68.66648432147284,23.20499602840188
2020-11-04,4,Nesh,Female,35,Male,11,Knife,Severe,Cloudy,-1.842113113891477,Working,Low,Tertiary,Kill,Evening,Wednesday,November,Spring,Child,Adult,Wet,40.01511664743912,18.78200652210572
2022-02-01,22,Center,Male,28,Male,61,None,None,Snowy,30.285094859590934,Shopping,High,None,Kill,Morning,Tuesday,February,Summer,Teen,Adult,Dry,92.42861487035955,13.939359881161506
2022-03-08,22,Arghistan,Male,80,Female,71,None,Fatal,Snowy,9.945904404721233,Walking,High,Secondary,Theft,Evening,Tuesday,March,Winter,Senior,Adult,Dry,66.28438491428058,40.878312833980665
2021-05-02,3,Spin Boldak,Female,60,Female,21,Knife,Severe,Rainy,18.5174672413254,Shopping,Low,Primary,Kill,Evening,Sunday,May,Spring,Child,Child,Dry,82.46447899816684,72.81511069458527
2020-09-01,8,Arghistan,Male,88,Female,73,Other,Fatal,Rainy,7.52572253474462,Walking,Low,Tertiary,Theft,Morning,Tuesday,September,Summer,Senior,Child,Dry,98.03139232189618,35.59343114862733
2020-04-14,7,Kharkrez,Male,69,Female,47,Gun,Minor,Cloudy,28.906227002801828,Shopping,Medium,Secondary,Theft,Night,Tuesday,April,Spring,Teen,Adult,Wet,89.94121688380162,75.78209690814353
2022-05-03,15,Daman,Female,33,Male,92,None,None,Snowy,38.67344156447498,Driving,Medium,Secondary,Theft,Afternoon,Tuesday,May,Spring,Adult,Adult,Wet,51.32750430247302,19.00187670076139
2020-11-10,18,Maywand,Male,19,Female,95,Gun,Minor,Rainy,35.20484275149736,Shopping,Medium,None,Theft,Afternoon,Tuesday,November,Fall,Adult,Child,Dry,90.12728719284917,78.77878632574478
2021-09-10,6,Shah Wali Kot,Female,18,Male,51,None,Minor,Clear,17.168657373557824,Driving,Medium,None,Kill,Night,Friday,September,Spring,Child,Adult,Dry,98.469951981292,85.85241836042356
2021-10-02,15,Shah Wali Kot,Male,63,Female,69,None,Fatal,Clear,-0.8103284159658806,Working,Medium,Primary,Theft,Morning,Saturday,October,Summer,Teen,Teen,Dry,64.27206565114739,58.69722296619605
2022-08-04,14,Maywand,Male,55,Male,31,None,None,Snowy,0.4440303072795331,Driving,Medium,Primary,Kill,Evening,Thursday,August,Fall,Adult,Teen,Wet,61.793906543956524,37.43807999217408
2022-01-19,21,Maywand,Male,70,Female,64,Gun,Severe,Clear,-3.333532598050245,Driving,Low,Tertiary,Kill,Evening,Wednesday,January,Winter,Adult,Teen,Dry,93.43675565736885,13.218352567945512
2022-07-15,2,Zhari,Male,16,Female,20,Knife,None,Rainy,38.438072385662274,Working,Medium,Secondary,Kill,Night,Friday,July,Fall,Adult,Adult,Dry,53.66444466356091,82.12932771376984
2020-07-15,23,Daman,Male,24,Male,42,None,None,Cloudy,3.0290463050712795,Working,Medium,Secondary,Theft,Evening,Wednesday,July,Fall,Senior,Teen,Dry,95.21925268780159,42.143319673391524
2021-12-24,1,Panjwayi,Male,60,Female,24,Other,Minor,Snowy,17.424899440685373,Working,Low,Secondary,Kill,Morning,Friday,December,Fall,Adult,Teen,Wet,94.55700901171325,70.26381172002375
2023-02-18,5,Arghistan,Male,17,Male,95,Knife,Severe,Cloudy,-0.7712251777846362,Working,Low,Primary,Theft,Evening,Saturday,February,Winter,Senior,Teen,Wet,74.76857883498684,51.37956166921527
2020-03-11,16,Zhari,Male,73,Male,83,Gun,Minor,Cloudy,35.03001263838177,Working,Medium,Tertiary,Theft,Morning,Wednesday,March,Winter,Teen,Senior,Wet,24.991977514033834,1.5098250398282054
2022-09-07,22,Center,Female,54,Female,76,Gun,Fatal,Rainy,25.77826938187411,Working,Low,None,Theft,Evening,Wednesday,September,Spring,Child,Senior,Dry,98.16140600034846,74.96285781372309
2022-06-28,17,Center,Male,77,Female,14,None,Severe,Cloudy,37.42307259479443,Working,Low,Primary,Kill,Afternoon,Tuesday,June,Summer,Child,Adult,Wet,65.52000458510255,1.3468908729471152
2020-12-27,15,Panjwayi,Male,100,Male,61,Gun,Minor,Rainy,14.956721546570666,Walking,Medium,Secondary,Kill,Morning,Sunday,December,Summer,Adult,Teen,Dry,56.89526660039236,58.40437232979963
2022-01-20,22,Arghistan,Male,25,Male,90,Knife,Fatal,Snowy,22.327364240129064,Shopping,Medium,Secondary,Kill,Afternoon,Thursday,January,Winter,Adult,Adult,Dry,59.7857613312111,53.393228663620576
2020-06-09,15,Reag,Female,55,Male,58,Other,None,Snowy,29.336988901308636,Walking,Medium,None,Kill,Afternoon,Tuesday,June,Winter,Child,Adult,Wet,86.5255704307481,35.06183747577567
2023-12-14,6,Daman,Female,96,Male,93,Other,Fatal,Rainy,10.013327841134664,Working,Low,Primary,Theft,Afternoon,Thursday,December,Spring,Senior,Adult,Wet,49.50362079262269,89.35798279412349
2022-06-27,21,Panjwayi,Male,81,Female,44,None,Fatal,Rainy,13.921577581422337,Driving,High,Secondary,Theft,Afternoon,Monday,June,Spring,Child,Senior,Dry,22.48085302763282,78.4176375479113
2022-11-22,22,Spin Boldak,Female,77,Male,55,Knife,Minor,Rainy,-0.00022255154802053312,Shopping,Medium,None,Kill,Morning,Tuesday,November,Fall,Teen,Adult,Wet,43.736613228894726,69.90070502653687
2021-04-22,6,Maruf,Female,74,Male,93,Knife,None,Cloudy,-3.0803265678966705,Driving,Medium,Tertiary,Theft,Night,Thursday,April,Spring,Teen,Senior,Wet,49.63405830968942,15.123686111123803
2021-06-14,6,Maywand,Female,42,Male,74,Gun,Minor,Clear,-9.565572448735622,Walking,Medium,None,Kill,Morning,Monday,June,Winter,Adult,Adult,Dry,70.03884919353823,78.30442556382506
2020-12-28,8,Center,Female,94,Female,28,Other,Minor,Snowy,1.7502187748669549,Driving,Medium,None,Kill,Morning,Monday,December,Spring,Teen,Adult,Dry,57.10384184112919,30.332456909800698
2023-01-04,12,Nesh,Female,49,Female,66,None,Severe,Snowy,34.580952587952844,Working,High,Primary,Theft,Night,Wednesday,January,Summer,Senior,Adult,Dry,27.523497123080563,81.77266959907108
2021-07-23,14,Arghistan,Female,44,Female,58,Other,Minor,Snowy,24.741774419020558,Walking,Low,Primary,Kill,Morning,Friday,July,Summer,Senior,Teen,Dry,66.72423313085096,17.12268167074137
2022-02-08,1,Daman,Male,99,Female,10,Other,Minor,Clear,26.947474589049847,Walking,Medium,Secondary,Kill,Afternoon,Tuesday,February,Spring,Teen,Senior,Dry,77.18984706971403,99.91492338733285
2021-02-10,19,Spin Boldak,Male,89,Female,89,Other,Severe,Cloudy,-0.0967966177618429,Driving,Low,Secondary,Theft,Afternoon,Wednesday,February,Fall,Teen,Teen,Wet,72.9094984553069,66.86388791764286
2023-05-31,10,Panjwayi,Female,89,Male,73,Other,Severe,Clear,21.407823135477113,Shopping,Low,Tertiary,Kill,Morning,Wednesday,May,Spring,Adult,Child,Wet,72.17855379706681,52.177764569177235
2023-03-15,12,Daman,Female,92,Male,74,Knife,Severe,Clear,35.76612160537126,Walking,Medium,Tertiary,Kill,Evening,Wednesday,March,Fall,Teen,Senior,Dry,31.61532695598317,72.21376719628141
2022-05-23,4,Kharkrez,Male,82,Male,58,None,None,Cloudy,25.28468712636068,Shopping,Medium,Secondary,Theft,Afternoon,Monday,May,Summer,Teen,Child,Wet,90.13336736648607,26.89182827756291
2022-10-25,5,Center,Male,55,Female,22,Gun,None,Rainy,10.947022674560305,Working,High,Tertiary,Theft,Evening,Tuesday,October,Summer,Senior,Adult,Wet,86.09763240001183,64.86929346576147
2020-08-01,2,Kharkrez,Female,69,Male,95,Knife,None,Rainy,17.121364642706663,Walking,High,None,Kill,Night,Saturday,August,Fall,Teen,Child,Dry,99.5805830209975,77.94468077631407
