date,hour_of_day,location,district,area_name,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury,weather,temperature,previous_activity,economical_situation,education_level,crime_type,latitude,longitude,time_of_day,day_of_week,month,season,victim_age_group,perpetrator_age_group,weather_condition,economic_index,education_index
2020-11-26,13,Khatni Zay,Maruf,Khatni Zay,Female,100,Male,66,Knife,Minor,Rainy,20.48181651673782,Working,High,Secondary,kill,31.69846,67.22481,Night,Thursday,November,Spring,Child,Child,Wet,73.76056532234713,68.36229555338221
2021-09-09,6,Khuganyan,Panjwayi,Khuganyan,Female,78,Male,81,None,None,Snowy,20.380811661743344,Driving,Low,Secondary,Theft,31.47566,65.3727,Evening,Thursday,September,Winter,Child,Child,Wet,81.98156210078788,42.67125602478401
2023-11-21,7,Changal,Arghandab,Changal,Female,14,Male,88,Other,None,Snowy,-9.11059678546984,Walking,Low,Tertiary,Theft,31.68392,65.67784,Afternoon,Tuesday,November,Summer,Senior,Senior,Wet,36.78256753851227,55.258614912012185
2023-08-25,17,Gul Mohammad Ya Nazar Mohammad,Spin Boldak,Gul Mohammad Ya Nazar Mohammad,Female,32,Female,88,Knife,Severe,Snowy,-1.2875320365399592,Shopping,Medium,Secondary,kill,30.95714,66.27658,Morning,Friday,August,Winter,Senior,Teen,Wet,65.26013682049135,20.75546909374124
2020-09-05,16,Bor Ahmad Umar Zai,Zhar,Bor Ahmad Umar Zai,Male,8,Male,88,Gun,Minor,Rainy,-1.7350284782665568,Working,High,Primary,Theft,31.54113,65.38797,Afternoon,Saturday,September,Spring,Child,Senior,Dry,8.0650410124669,50.63868942225459
2023-03-21,7,Chaghri Kalay,Spin Boldak,Chaghri Kalay,Male,4,Female,63,Other,Minor,Snowy,28.82645758494725,Driving,Medium,Primary,kill,31.33072,65.88849,Morning,Tuesday,March,Spring,Teen,Senior,Wet,52.25645990975396,88.66706949388681
2020-03-07,6,Khalifa Kalay,Spin Boldak,Khalifa Kalay,Female,93,Male,92,Gun,Severe,Clear,8.00931834755032,Driving,High,Tertiary,kill,30.98677,66.50761,Morning,Saturday,March,Spring,Child,Child,Wet,59.76827832877487,44.69945745108623
2021-04-19,23,Miyan Nasheen Square,Center,Miyan Nasheen Square,Male,48,Female,63,Other,Severe,Snowy,-2.5295204636182316,Walking,Medium,Tertiary,kill,31.625,65.705,Morning,Monday,April,Summer,Teen,Adult,Dry,64.61804516643812,37.31645533657245
2023-04-16,24,Dadzai Kalay,Spin Boldak,Dadzai Kalay,Female,24,Male,95,Gun,Fatal,Snowy,2.33879079145394,Working,High,Tertiary,kill,31.08392,66.51004,Evening,Sunday,April,Spring,Adult,Adult,Dry,50.54944127229606,3.5122599816855615
2021-07-02,17,Kandahar Provincial Council,Center,Kandahar Provincial Council,Male,87,Female,14,Knife,Fatal,Clear,16.704777874077163,Working,High,Primary,kill,31.613,65.707,Morning,Friday,July,Winter,Senior,Senior,Dry,64.89475930982104,42.654328427900424
2020-10-26,16,Mashengazi,Spin Boldak,Mashengazi,Female,40,Male,47,Other,Severe,Clear,20.469489133751072,Driving,Medium,Tertiary,kill,31.1128,66.50104,Night,Monday,October,Winter,Child,Teen,Dry,91.29600094286684,63.92833823505969
2020-04-17,6,Khatni Zay,Maruf,Khatni Zay,Female,3,Female,15,Gun,None,Snowy,16.992588839712745,Walking,Low,Tertiary,kill,31.69846,67.22481,Morning,Friday,April,Summer,Child,Senior,Wet,35.840443588056424,1.7760903767993108
2022-05-25,19,Mohmand,Daman,Mohmand,Female,16,Female,42,Gun,Severe,Clear,-8.131348155528453,Walking,High,Secondary,kill,31.59001,65.89965,Afternoon,Wednesday,May,Fall,Senior,Teen,Wet,25.933879186481224,59.2042154044045
2021-04-23,6,Loy Karaiz,Kharkrez,Loy Karaiz,Female,48,Female,81,Gun,None,Clear,-1.7312222927238903,Shopping,High,None,kill,32.19472,65.56704,Night,Friday,April,Spring,Senior,Teen,Dry,15.942207895086236,12.228293828050651
2022-05-19,11,Shor Ab,Ghorak,Shor Ab,Male,41,Female,22,None,Fatal,Clear,25.28340104343947,Working,Medium,Secondary,Theft,32.00242,64.91901,Morning,Thursday,May,Fall,Teen,Senior,Wet,51.56840297943977,10.367073656805703
2023-10-23,6,Khuday Dad,Spin Boldak,Khuday Dad,Male,45,Female,22,Knife,Severe,Clear,26.613610133689072,Shopping,Low,Secondary,Theft,31.11282,66.02787,Evening,Monday,October,Winter,Child,Senior,Wet,96.3048775962525,26.849815796003497
2020-08-15,17,Paiy Jakan,Daman,Paiy Jakan,Female,78,Female,39,None,Severe,Clear,25.608552701281965,Shopping,Low,None,kill,31.73592,66.11234,Afternoon,Saturday,August,Fall,Adult,Senior,Wet,93.09001730476768,71.09806820990788
2021-06-21,18,Sayidan,Arghandab,Sayidan,Female,65,Female,16,None,None,Snowy,24.917177086217457,Working,Medium,Secondary,Theft,31.62707,65.58788,Afternoon,Monday,June,Winter,Teen,Adult,Wet,4.7144565559117275,35.532153216311634
2020-03-05,24,Khatni Zay,Maruf,Khatni Zay,Male,79,Female,59,Knife,Severe,Rainy,-0.3041350058048984,Walking,Low,Primary,Theft,31.69846,67.22481,Afternoon,Thursday,March,Summer,Teen,Adult,Wet,18.7943638219757,5.40044506842452
2022-01-17,2,Bahader Zai,Spin Boldak,Bahader Zai,Male,91,Male,1,Knife,Severe,Clear,7.445392338088439,Driving,Medium,Tertiary,Theft,31.07748,66.16835,Afternoon,Monday,January,Spring,Child,Senior,Dry,36.01073982439925,11.974521026764817
2020-10-13,3,Chahar Band,Kharkrez,Chahar Band,Male,16,Male,68,Other,Fatal,Snowy,11.68332412779894,Walking,High,None,Theft,31.98742,65.63131,Evening,Tuesday,October,Winter,Adult,Adult,Dry,64.66844967967792,56.99041933920711
2021-02-11,5,Ali Zay,Shah Wali Kot,Ali Zay,Male,4,Female,51,Knife,None,Clear,-8.155186553558755,Working,Low,Primary,Theft,31.42325,65.92299,Morning,Thursday,February,Fall,Senior,Adult,Dry,9.459311635850632,11.37320791768387
2021-07-23,9,Tootak Junobi,Ghorak,Tootak Junobi,Male,84,Male,12,Other,Fatal,Cloudy,-8.653807669954908,Working,Low,Secondary,Theft,31.98191,64.94008,Night,Friday,July,Spring,Senior,Adult,Dry,14.384689988300659,45.68134854840085
2021-06-29,11,Tootak Shamaly,Ghorak,Tootak Shamaly,Female,5,Female,95,Gun,Fatal,Rainy,9.368281109692255,Driving,Low,Tertiary,kill,31.99964,64.93322,Evening,Tuesday,June,Winter,Child,Teen,Wet,68.6567769385148,71.84728581251572
2021-04-06,5,Shah Kalay,Arghistan,Shah Kalay,Male,20,Female,18,Other,Minor,Rainy,-9.920734356749751,Shopping,Low,Primary,Theft,31.3718,66.28518,Evening,Tuesday,April,Fall,Adult,Child,Wet,59.702436849983044,75.13270653775285
2020-08-21,18,Arghandab River,Center,Arghandab River,Male,46,Female,58,Other,Severe,Snowy,22.337151760514587,Driving,Medium,None,Theft,32.1091,66.9086,Night,Friday,August,Spring,Teen,Child,Wet,6.407784299116925,22.7653692605724
2023-05-07,6,Akhtar Zai Noor Mohammad Kalay,Arghistan,Akhtar Zai Noor Mohammad Kalay,Male,99,Male,13,Other,Severe,Cloudy,10.608238360665716,Shopping,Low,Tertiary,Theft,31.32958,66.16542,Night,Sunday,May,Summer,Senior,Adult,Dry,25.551519394690025,96.11879744368062
2022-07-07,23,Haji Lal Bik,Daman,Haji Lal Bik,Female,61,Female,90,Gun,Minor,Rainy,17.334509894190862,Driving,Low,Primary,kill,31.72059,65.99262,Morning,Thursday,July,Summer,Adult,Teen,Dry,0.04434028499061826,83.29279884889128
2023-06-13,3,Aziz Abad,Maywand,Aziz Abad,Female,1,Female,95,Gun,Minor,Clear,20.864511835431696,Working,Low,Secondary,Theft,31.64652,65.0462,Night,Tuesday,June,Spring,Adult,Senior,Dry,37.84649834604189,73.59382378617302
2023-05-11,2,Malmand,Ghorak,Malmand,Male,74,Female,26,None,Fatal,Snowy,-8.698715094080718,Working,Low,Secondary,kill,31.98997,64.98376,Afternoon,Thursday,May,Summer,Teen,Child,Dry,1.5939019680821787,79.88652261294756
2023-10-17,22,Zangi,Daman,Zangi,Female,42,Male,39,None,Severe,Rainy,32.95373598617041,Working,High,Tertiary,Theft,31.71516,66.22648,Evening,Tuesday,October,Winter,Adult,Senior,Dry,6.264174315901039,73.47504482011789
2020-06-22,17,Ahzam Kalay,Daman,Ahzam Kalay,Male,60,Male,87,Knife,Minor,Snowy,-9.095127716615504,Working,High,None,kill,31.64422,65.94175,Afternoon,Monday,June,Summer,Adult,Adult,Wet,0.67383399890385,11.185828837213363
2022-02-17,3,Kandahar Railway Station,Center,Kandahar Railway Station,Female,82,Female,56,Knife,Fatal,Cloudy,34.395880623998,Shopping,Low,Primary,kill,31.63,65.68,Night,Thursday,February,Spring,Adult,Child,Wet,64.76313744974483,98.09460511478501
2020-11-21,21,Rab Kalay Akhund,Maruf,Rab Kalay Akhund,Male,86,Male,31,Knife,Minor,Snowy,14.641902418615857,Walking,High,Secondary,kill,31.50819,67.47925,Evening,Saturday,November,Summer,Adult,Adult,Wet,83.98558469667631,86.66701206586927
2023-07-25,22,Sayidan,Arghandab,Sayidan,Male,91,Male,12,Knife,Severe,Clear,-8.507210607271285,Shopping,Medium,Secondary,kill,31.62707,65.58788,Afternoon,Tuesday,July,Winter,Child,Adult,Dry,46.89486548523919,40.729268402149266
2023-07-16,10,Ali Zai,Zhar,Ali Zai,Male,46,Female,99,Knife,Severe,Snowy,33.287394344733336,Driving,Medium,Primary,Theft,31.49672,65.3251,Night,Sunday,July,Fall,Teen,Senior,Wet,0.6520444659335767,98.66819190510881
2022-05-19,10,Bagh Kalay Amir Mohammad Landay Shadi Khan,Arghistan,Bagh Kalay Amir Mohammad Landay Shadi Khan,Male,63,Female,83,Knife,Minor,Snowy,20.347884992268636,Shopping,Medium,None,Theft,31.40311,66.08506,Evening,Thursday,May,Winter,Adult,Senior,Wet,77.1276605681742,24.570147301192936
2022-12-02,22,Baba Sahib,Arghandab,Baba Sahib,Female,94,Female,58,Knife,None,Clear,7.521414685699277,Working,High,Tertiary,kill,31.6556,65.65716,Morning,Friday,December,Spring,Senior,Adult,Wet,41.86623596234338,12.434706166784949
2020-03-02,16,Abdul Qadir Isahq Ghat Kalay,Maruf,Abdul Qadir Isahq Ghat Kalay,Male,78,Female,95,Other,Fatal,Clear,31.049391553992187,Shopping,Low,Tertiary,Theft,31.51428,67.46256,Night,Monday,March,Fall,Adult,Child,Dry,21.420325199750934,13.498816247423239
2022-05-24,16,Ashraf,Panjwayi,Ashraf,Female,7,Female,37,None,None,Cloudy,19.74679769219345,Walking,Medium,None,kill,31.43175,65.45047,Morning,Tuesday,May,Winter,Senior,Teen,Wet,73.77361313907294,76.01552774596908
2020-01-16,4,Sar Pali Kalay,Daman,Sar Pali Kalay,Female,17,Female,56,Gun,None,Clear,-2.9182392073238272,Working,Medium,Secondary,Theft,31.73858,65.95276,Evening,Thursday,January,Winter,Teen,Senior,Wet,84.22336970465143,81.71655514450579
2022-01-10,16,Arhat Kalay,Shah Wali Kot,Arhat Kalay,Female,81,Female,63,Gun,Minor,Snowy,33.912939358575336,Shopping,Low,None,Theft,31.68236,66.01269,Afternoon,Monday,January,Winter,Senior,Teen,Dry,58.71517678836412,67.51932282252072
2023-11-03,5,Abdul Salam Kalay,Spin Boldak,Abdul Salam Kalay,Female,72,Female,87,None,Minor,Clear,12.858151909007816,Shopping,Low,Secondary,kill,30.98127,66.39733,Night,Friday,November,Summer,Child,Child,Wet,77.92073155707767,46.39635782549948
2020-08-11,14,Fazil Karam,Arghistan,Fazil Karam,Male,44,Male,97,Knife,Minor,Rainy,27.29219964786912,Driving,High,None,Theft,31.32627,66.2009,Night,Tuesday,August,Winter,Senior,Child,Dry,3.85238791385768,18.01458571467428
2020-02-04,1,Fazel Karam Kalay,Spin Boldak,Fazel Karam Kalay,Female,96,Female,58,Knife,Fatal,Rainy,-7.243466427042496,Walking,High,Secondary,kill,31.09321,66.53949,Night,Tuesday,February,Fall,Senior,Teen,Dry,43.00264892655052,22.588277203005592
2023-09-07,3,Sanzari Gharbi,Zhar,Sanzari Gharbi,Male,95,Male,57,Gun,Minor,Snowy,-7.6717912805170565,Working,High,Primary,kill,31.60638,65.51604,Morning,Thursday,September,Summer,Child,Child,Dry,50.671412631210465,83.95748183553808
2020-05-16,8,Bashar Kalay,Shah Wali Kot,Bashar Kalay,Female,10,Female,22,Gun,Fatal,Rainy,-6.822976047542847,Shopping,High,Secondary,Theft,31.42243,65.95309,Evening,Saturday,May,Fall,Adult,Adult,Dry,9.611885729356429,89.94146799413507
2023-07-13,10,Haji Akhtar Zay,Arghistan,Haji Akhtar Zay,Female,21,Male,7,Gun,Severe,Snowy,17.859085074047023,Driving,Medium,Tertiary,Theft,31.36806,66.19948,Afternoon,Thursday,July,Spring,Teen,Child,Dry,66.32974237042428,8.505225039155196
2021-03-13,6,Yari,Maywand,Yari,Male,57,Male,66,Knife,None,Clear,26.883018119985266,Driving,Low,Tertiary,kill,31.64505,65.05806,Afternoon,Saturday,March,Winter,Child,Teen,Wet,78.60104676673,0.011979477123746918
2021-09-13,8,Payianda Kalay,Arghistan,Payianda Kalay,Female,28,Female,51,Knife,Fatal,Cloudy,31.652830545971298,Driving,High,None,kill,31.78426,66.74429,Evening,Monday,September,Summer,Adult,Senior,Wet,35.7106571093734,22.87285487326742
2020-07-14,2,Loy Menara Sufla,Arghandab,Loy Menara Sufla,Female,44,Male,9,Knife,Severe,Snowy,-1.3778699368431262,Walking,Low,Tertiary,Theft,31.65905,65.60136,Night,Tuesday,July,Summer,Adult,Child,Dry,81.71008638790491,90.38890083782898
2022-10-08,10,Tomb of Sher Ali Khan,Center,Tomb of Sher Ali Khan,Female,93,Male,17,Knife,Severe,Snowy,37.410290488846215,Walking,Medium,Secondary,kill,31.57,65.745,Evening,Saturday,October,Summer,Senior,Senior,Dry,40.462939929432764,16.503180672467465
2023-05-12,1,Shah Kalay,Arghistan,Shah Kalay,Male,85,Male,2,None,None,Cloudy,23.329814162677415,Working,High,None,Theft,31.3718,66.28518,Morning,Friday,May,Winter,Adult,Teen,Wet,79.03600312570146,72.82146398442126
2020-09-06,18,Awme,Shah Wali Kot,Awme,Male,83,Male,81,Gun,Minor,Clear,1.7509636708423848,Driving,Low,None,kill,31.76115,65.93248,Morning,Sunday,September,Fall,Senior,Senior,Wet,26.76806698127502,80.25054227971137
2023-02-02,11,Rigu Hulya,Panjwayi,Rigu Hulya,Female,3,Male,68,Knife,Severe,Clear,6.235985599585632,Driving,Low,Primary,Theft,31.45161,65.5095,Evening,Thursday,February,Spring,Adult,Senior,Wet,78.8568341257388,41.572268508686264
2020-07-05,3,Tanai,Maywand,Tanai,Male,1,Female,31,Knife,Fatal,Clear,18.727085671188206,Walking,High,Primary,Theft,31.53812,64.97066,Night,Sunday,July,Spring,Child,Child,Dry,29.465788847554776,51.22393630858977
2023-11-23,14,Nazar Kalacha,Daman,Nazar Kalacha,Male,100,Female,53,Other,Fatal,Clear,26.128539700710668,Driving,Low,Secondary,kill,31.68949,65.95133,Night,Thursday,November,Summer,Teen,Senior,Wet,46.94931225691176,76.26643289387418
2023-04-14,4,Mohammad Ahzam Wa Abdul Jabar Kalay,Spin Boldak,Mohammad Ahzam Wa Abdul Jabar Kalay,Male,3,Female,100,None,Fatal,Clear,26.063643904471974,Driving,Medium,Primary,Theft,30.97862,66.4039,Evening,Friday,April,Winter,Senior,Teen,Dry,80.71541169233323,72.61922647320603
2021-12-10,2,Garandi,Panjwayi,Garandi,Female,79,Female,60,Knife,Severe,Snowy,6.564361549443934,Walking,Low,Secondary,Theft,31.45493,65.36528,Morning,Friday,December,Spring,Teen,Teen,Wet,52.7377793310016,82.10000476930063
2021-12-20,2,Haji Qayoum Kalacha,Shah Wali Kot,Haji Qayoum Kalacha,Male,56,Male,34,Other,Minor,Clear,20.782780599647253,Driving,Medium,None,Theft,31.77513,65.81851,Evening,Monday,December,Fall,Adult,Teen,Wet,38.61163397827079,4.4287510881163445
2022-09-02,20,Shams Kalay,Kharkrez,Shams Kalay,Male,67,Male,1,Knife,Fatal,Rainy,21.86383957744301,Working,High,Tertiary,kill,31.96856,65.62621,Afternoon,Friday,September,Winter,Teen,Child,Dry,51.05189117725063,45.272901171164435
2021-08-19,9,Wazer Kalay,Zhar,Wazer Kalay,Female,61,Male,17,Other,None,Snowy,13.282997252852883,Walking,High,Secondary,Theft,31.56588,65.36753,Night,Thursday,August,Summer,Adult,Adult,Wet,95.33363387333877,69.13608244072233
2021-07-22,11,Aghaygul,Zhar,Aghaygul,Male,1,Male,89,Other,Minor,Rainy,-0.6133903109818561,Walking,Medium,Tertiary,Theft,31.52957,65.40878,Night,Thursday,July,Winter,Senior,Adult,Wet,64.9107921035142,84.99808555114295
2021-07-06,7,Tur Kac,Kharkrez,Tur Kac,Female,71,Male,84,Knife,Severe,Clear,4.912498382055112,Walking,High,Primary,Theft,31.99158,65.64594,Night,Tuesday,July,Winter,Senior,Senior,Dry,26.39541054079707,36.384246045869105
2020-05-14,12,Fazil Karam,Arghistan,Fazil Karam,Male,76,Female,98,Other,Severe,Snowy,19.325714186661923,Shopping,Low,Primary,Theft,31.32627,66.2009,Morning,Thursday,May,Winter,Child,Teen,Dry,78.34967286782917,15.47706104547636
2022-09-04,6,Tura Namak,Kharkrez,Tura Namak,Female,59,Male,78,Knife,Fatal,Rainy,23.96480957142675,Shopping,Low,Tertiary,kill,32.16985,65.5319,Afternoon,Sunday,September,Spring,Senior,Adult,Dry,34.932049340449424,70.584960523758
2020-07-24,21,Patkay Sufla,Arghistan,Patkay Sufla,Male,58,Female,1,Other,None,Snowy,21.91708951717877,Walking,Low,None,kill,31.36703,66.08718,Afternoon,Friday,July,Summer,Teen,Senior,Wet,43.00498526922074,74.43581207232113
2022-11-08,20,Naso Kalay,Maywand,Naso Kalay,Female,20,Male,71,Other,Severe,Clear,3.8263279800309054,Driving,Medium,Secondary,kill,31.6413,65.02819,Afternoon,Tuesday,November,Summer,Teen,Adult,Wet,20.951800384867013,23.484567504423705
2022-01-06,17,Saraw Karaiz,Kharkrez,Saraw Karaiz,Male,58,Female,59,Gun,None,Snowy,31.22174443913257,Shopping,Low,Tertiary,Theft,32.21129,65.52224,Afternoon,Thursday,January,Fall,Child,Teen,Dry,73.44533666698668,18.85285727653443
2021-06-25,9,Gul Mohammad Ghulam Haidar Kalay,Spin Boldak,Gul Mohammad Ghulam Haidar Kalay,Male,92,Female,75,Gun,Fatal,Clear,-2.284042039620201,Shopping,High,Tertiary,kill,31.1167,66.59943,Night,Friday,June,Winter,Senior,Child,Dry,78.34808116755157,42.215390072812006
2020-05-07,7,Belal Abad,Spin Boldak,Belal Abad,Female,70,Female,67,Gun,Fatal,Clear,23.434463316063308,Driving,Low,Primary,Theft,30.97183,66.4466,Night,Thursday,May,Spring,Child,Child,Wet,99.87719168834145,26.235150329633548
2020-10-27,8,Mullah Khel Qala Rashid,Maruf,Mullah Khel Qala Rashid,Male,17,Female,51,Knife,Severe,Clear,37.08610295359815,Working,Medium,None,kill,31.5132,67.50817,Afternoon,Tuesday,October,Winter,Adult,Teen,Wet,33.761026710061635,32.32056225394698
2020-03-08,17,Aleko Zaye,Panjwayi,Aleko Zaye,Female,81,Male,54,Other,Minor,Clear,35.916857743718396,Shopping,High,Secondary,kill,31.46675,65.3636,Night,Sunday,March,Spring,Child,Teen,Dry,74.42404448258017,48.18587354238437
2022-10-10,6,Haji Mandi Kalay,Spin Boldak,Haji Mandi Kalay,Male,96,Female,11,Knife,None,Snowy,30.78569023666971,Walking,Medium,None,Theft,31.07865,66.40423,Evening,Monday,October,Summer,Senior,Child,Wet,44.05058678386538,2.3540857677933458
2020-04-05,12,Dahi Ghaowjak,Zhar,Dahi Ghaowjak,Male,62,Male,52,Knife,Severe,Cloudy,10.142258808460976,Working,Low,Tertiary,kill,31.5376,65.36491,Evening,Sunday,April,Spring,Adult,Senior,Wet,2.9727729011279735,95.43923994463574
2021-07-17,18,Sapar Zay Kalay,Arghistan,Sapar Zay Kalay,Male,44,Female,92,None,Severe,Cloudy,11.154890705245311,Driving,High,Tertiary,kill,31.36702,66.26151,Afternoon,Saturday,July,Summer,Child,Child,Dry,73.5846865325481,22.369707275052765
2020-02-13,19,Menara,Arghandab,Menara,Male,94,Female,35,Gun,Severe,Rainy,9.064826827542092,Walking,Low,None,Theft,31.66861,65.62871,Afternoon,Thursday,February,Fall,Child,Adult,Dry,24.376635725067953,6.761084837929221
2020-01-11,12,Malmona Ya Mehran,Ghorak,Malmona Ya Mehran,Male,71,Male,74,Other,Fatal,Rainy,5.974664641270643,Walking,High,Secondary,Theft,32.01042,64.98311,Morning,Saturday,January,Spring,Child,Adult,Dry,13.689615831126078,19.134913419638
2023-11-09,2,Akhund Zada Kalay,Shah Wali Kot,Akhund Zada Kalay,Female,60,Male,93,Gun,Fatal,Rainy,6.535482663801016,Driving,Low,None,Theft,31.71812,66.18801,Night,Thursday,November,Winter,Adult,Adult,Dry,96.79313846114374,73.9088487254689
2020-11-04,14,Ahmad Jan Kalay,Maywand,Ahmad Jan Kalay,Male,47,Male,47,Knife,Fatal,Clear,26.943065936390425,Working,High,Tertiary,kill,31.53054,64.99017,Morning,Wednesday,November,Spring,Adult,Child,Dry,87.22862632495296,35.05181319008284
2020-12-20,18,Sayyid Wali Kalay,Maruf,Sayyid Wali Kalay,Female,24,Male,15,None,Severe,Cloudy,16.039912225934454,Working,Medium,None,Theft,31.70387,67.3064,Evening,Sunday,December,Spring,Adult,Teen,Dry,97.96789421531096,25.356448839461454
2020-08-22,3,Baba Ali,Arghistan,Baba Ali,Male,24,Female,46,Gun,Minor,Rainy,25.551884430442975,Working,Low,Primary,Theft,31.38975,66.2052,Afternoon,Saturday,August,Spring,Child,Teen,Dry,59.847704525398626,68.59267814837384
2023-06-06,21,Markaz Panjwayi,Panjwayi,Markaz Panjwayi,Female,46,Female,47,None,Fatal,Rainy,-1.6295620699455977,Shopping,High,Tertiary,kill,31.54537,65.45305,Morning,Tuesday,June,Spring,Teen,Child,Wet,99.41980943486527,11.438093974070785
2020-02-09,13,Shaghasi,Maywand,Shaghasi,Female,74,Female,21,Gun,Fatal,Clear,1.20909402687289,Shopping,Medium,Tertiary,kill,31.51188,65.02523,Afternoon,Sunday,February,Fall,Adult,Teen,Wet,71.99673952484792,27.32711685136986
2023-12-01,4,Sayyid Wali Kalay,Maruf,Sayyid Wali Kalay,Male,46,Female,15,Knife,Severe,Cloudy,0.9044286756011246,Working,Low,None,Theft,31.70387,67.3064,Evening,Friday,December,Fall,Teen,Teen,Wet,0.7114657435127292,21.910846382621905
2022-08-19,6,Iqbal Khan Kalay,Spin Boldak,Iqbal Khan Kalay,Male,8,Female,32,Other,None,Snowy,33.93011180283925,Walking,High,Primary,kill,31.06462,66.4286,Evening,Friday,August,Spring,Senior,Teen,Wet,6.144605809604808,53.92126975594622
2022-01-04,19,Kandahar Central Mosque (Masjid-e-Kabir),Center,Kandahar Central Mosque (Masjid-e-Kabir),Female,55,Male,12,Gun,Severe,Snowy,2.291941770391702,Walking,Medium,Primary,kill,31.6383,65.6852,Night,Tuesday,January,Summer,Child,Senior,Dry,54.657433620523385,69.28292209988442
2020-12-04,9,Haji Toor Kalacha,Arghandab,Haji Toor Kalacha,Male,52,Male,38,None,Minor,Snowy,13.525087749490105,Shopping,High,Tertiary,Theft,31.71683,65.69315,Night,Friday,December,Spring,Adult,Teen,Dry,57.40317031358354,17.096007878238908
2022-03-14,22,Shah Mohammad Khan Umar Khan Kalay,Zhar,Shah Mohammad Khan Umar Khan Kalay,Female,93,Male,95,Gun,Fatal,Clear,8.62763286149075,Driving,Medium,Secondary,Theft,31.58995,65.48759,Evening,Monday,March,Spring,Child,Senior,Dry,6.824474935735314,51.70125623515668
2022-11-05,16,Aleko Zaye,Panjwayi,Aleko Zaye,Male,16,Male,83,Knife,None,Clear,-0.7942444547376883,Working,Medium,Tertiary,kill,31.46675,65.3636,Afternoon,Saturday,November,Spring,Teen,Senior,Wet,74.03411142118745,74.25686563887514
2022-11-29,4,Rab Kalay Akhund,Maruf,Rab Kalay Akhund,Male,43,Female,10,None,Minor,Cloudy,10.985473484021433,Shopping,Medium,Secondary,Theft,31.50819,67.47925,Night,Tuesday,November,Fall,Senior,Teen,Dry,87.10970260385159,93.28123012686397
2023-01-01,19,Loy Wala Square,Center,Loy Wala Square,Male,46,Female,57,Gun,Minor,Rainy,34.66961852903291,Walking,Low,Secondary,Theft,31.607,65.7,Afternoon,Sunday,January,Summer,Teen,Adult,Dry,1.4180191568090472,0.8888508214613622
2021-11-26,20,Haji Pour Dail,Zhar,Haji Pour Dail,Male,76,Female,14,Knife,Severe,Snowy,15.373271687058125,Driving,High,Primary,kill,31.53634,65.35911,Evening,Friday,November,Winter,Child,Child,Dry,12.198352132414369,17.141989801216784
2020-01-23,16,Shah Kalay,Arghistan,Shah Kalay,Male,12,Male,35,None,None,Cloudy,21.045230818155694,Driving,Medium,Secondary,Theft,31.3718,66.28518,Evening,Thursday,January,Summer,Adult,Adult,Dry,50.22237297356067,38.311638582074096
2020-06-25,17,Mir Abad,Kharkrez,Mir Abad,Female,91,Female,82,None,Severe,Rainy,-7.935381271231414,Shopping,Low,Secondary,Theft,31.90782,65.49371,Morning,Thursday,June,Summer,Adult,Child,Wet,77.19550370938717,73.8481231156781
2023-11-09,21,Warghar Kalay,Maruf,Warghar Kalay,Male,95,Female,38,Gun,Severe,Snowy,37.29437888558256,Shopping,Low,Tertiary,Theft,31.58601,67.39402,Night,Thursday,November,Winter,Senior,Teen,Dry,97.57011802140188,42.173335942659506
2022-03-06,23,Dahi Dar,Zhar,Dahi Dar,Female,6,Male,60,Gun,Fatal,Cloudy,-3.321962696778243,Driving,High,None,kill,31.54919,65.37475,Morning,Sunday,March,Spring,Child,Child,Dry,23.07104835583974,5.315056645070637
2020-10-21,8,Kashta Sohbat,Zhar,Kashta Sohbat,Male,77,Male,81,None,Fatal,Rainy,3.025708745141273,Walking,Low,Primary,Theft,31.50718,65.24786,Night,Wednesday,October,Spring,Adult,Teen,Dry,0.7329559903593297,2.7934280826479085
2020-08-22,6,Hudud Kalacha,Daman,Hudud Kalacha,Male,3,Female,48,Gun,None,Clear,30.654471493828872,Walking,High,Secondary,Theft,31.64268,65.96854,Night,Saturday,August,Spring,Senior,Child,Wet,1.0505560704540784,84.23922854780322
2022-04-29,24,Haji Mohammad Ekhlas Kalay,Spin Boldak,Haji Mohammad Ekhlas Kalay,Male,7,Female,88,Knife,Fatal,Cloudy,-4.572738854326594,Working,High,Primary,Theft,30.83704,66.30892,Morning,Friday,April,Summer,Child,Adult,Dry,22.63096618031637,13.298842995120141
2023-03-06,22,Askicha,Panjwayi,Askicha,Male,40,Male,38,Other,Severe,Clear,1.6400289847876763,Working,High,Primary,kill,31.51332,65.42899,Morning,Monday,March,Summer,Teen,Child,Wet,42.120532624029074,58.492353827056306
2023-02-16,22,Ghondi,Zhar,Ghondi,Male,38,Male,33,Gun,Severe,Snowy,-6.069735166390757,Walking,High,Secondary,Theft,31.53129,65.2993,Evening,Thursday,February,Winter,Senior,Senior,Wet,44.172937451545735,54.076863128484035
2021-01-26,9,Farid Square,Center,Farid Square,Female,63,Female,20,Other,Severe,Rainy,5.596446471760617,Driving,High,Secondary,kill,31.611,65.699,Evening,Tuesday,January,Summer,Teen,Senior,Dry,50.57661952108311,43.97008118344644
